average_reward,average_score,average_turns,env_id,episodes,invalid_move_rate,method,success_rate,suite,truncation_rate
0.5789473684210527,0.06394736842105266,3.0,GuessTheNumber-v0,1,1.0,fixed_prompt_slm,0.0,real_slm,0.0
0.0,-0.51,2.0,FrozenLake-v0,1,1.0,fixed_prompt_slm,0.0,real_slm,0.0
0.0,-0.525,5.0,Blackjack-v0,1,1.0,fixed_prompt_slm,0.0,real_slm,0.0
-1.0,-1.51,2.0,Nim-v0,1,1.0,fixed_prompt_slm,0.0,real_slm,0.0
0.0,-0.51,2.0,Mastermind-v0,1,1.0,fixed_prompt_slm,0.0,real_slm,0.0
0.5789473684210527,0.06394736842105266,3.0,GuessTheNumber-v0,1,1.0,scalar_prompt_search_slm,0.0,real_slm,0.0
0.0,-0.51,2.0,FrozenLake-v0,1,1.0,scalar_prompt_search_slm,0.0,real_slm,0.0
0.0,-0.52,4.0,Blackjack-v0,1,1.0,scalar_prompt_search_slm,0.0,real_slm,0.0
-1.0,-1.51,2.0,Nim-v0,1,1.0,scalar_prompt_search_slm,0.0,real_slm,0.0
0.0,-0.51,2.0,Mastermind-v0,1,1.0,scalar_prompt_search_slm,0.0,real_slm,0.0
0.5789473684210527,0.06394736842105266,3.0,GuessTheNumber-v0,1,1.0,modular_textgrad_slm,0.0,real_slm,0.0
0.0,-0.51,2.0,FrozenLake-v0,1,1.0,modular_textgrad_slm,0.0,real_slm,0.0
0.0,-0.525,5.0,Blackjack-v0,1,1.0,modular_textgrad_slm,0.0,real_slm,0.0
-1.0,-1.51,2.0,Nim-v0,1,1.0,modular_textgrad_slm,0.0,real_slm,0.0
0.0,-0.51,2.0,Mastermind-v0,1,1.0,modular_textgrad_slm,0.0,real_slm,0.0
0.5789473684210527,0.06394736842105266,3.0,GuessTheNumber-v0,1,1.0,textgrad_rl_plus_slm,0.0,real_slm,0.0
0.0,-0.51,2.0,FrozenLake-v0,1,1.0,textgrad_rl_plus_slm,0.0,real_slm,0.0
0.0,-0.525,5.0,Blackjack-v0,1,1.0,textgrad_rl_plus_slm,0.0,real_slm,0.0
-1.0,-1.51,2.0,Nim-v0,1,1.0,textgrad_rl_plus_slm,0.0,real_slm,0.0
0.0,-0.51,2.0,Mastermind-v0,1,1.0,textgrad_rl_plus_slm,0.0,real_slm,0.0
0.5789473684210527,0.06394736842105266,3.0,GuessTheNumber-v0,1,1.0,textgrad_policy_iteration_slm,0.0,real_slm,0.0
0.0,-0.51,2.0,FrozenLake-v0,1,1.0,textgrad_policy_iteration_slm,0.0,real_slm,0.0
0.0,-0.525,5.0,Blackjack-v0,1,1.0,textgrad_policy_iteration_slm,0.0,real_slm,0.0
-1.0,-1.51,2.0,Nim-v0,1,1.0,textgrad_policy_iteration_slm,0.0,real_slm,0.0
0.0,-0.51,2.0,Mastermind-v0,1,1.0,textgrad_policy_iteration_slm,0.0,real_slm,0.0
