accepted,average_reward,average_score,average_turns,episodes,invalid_move_rate,method,split,success_rate,suite,truncation_rate
False,0.025,-0.48750000000000004,2.5,4,1.0,fixed_prompt_slm,test,0.0,puzzle,0.0
False,0.075,-0.43875000000000003,2.75,4,1.0,scalar_prompt_search_slm,train,0.0,puzzle,0.0
True,0.025,-0.48625,2.25,4,1.0,scalar_prompt_search_slm,train_candidate,0.0,puzzle,0.0
False,0.075,-0.43875000000000003,2.75,4,1.0,scalar_prompt_search_slm,val_old,0.0,puzzle,0.0
True,0.075,-0.43625,2.25,4,1.0,scalar_prompt_search_slm,val_candidate,0.0,puzzle,0.0
True,0.025,-0.48625,2.25,4,1.0,scalar_prompt_search_slm,test,0.0,puzzle,0.0
False,0.025,-0.48875,2.75,4,1.0,modular_textgrad_slm,train,0.0,puzzle,0.0
True,0.1,-0.4125,2.5,4,1.0,modular_textgrad_slm,train_candidate,0.0,puzzle,0.0
False,0.075,-0.43875000000000003,2.75,4,1.0,modular_textgrad_slm,val_old,0.0,puzzle,0.0
True,0.11666666666666667,-0.39708333333333334,2.75,4,1.0,modular_textgrad_slm,val_candidate,0.0,puzzle,0.0
True,0.025,-0.48750000000000004,2.5,4,1.0,modular_textgrad_slm,test,0.0,puzzle,0.0
False,0.05,-0.46375,2.75,4,1.0,textgrad_rl_plus_slm,train,0.0,puzzle,0.0
True,0.075,-0.4375,2.5,4,1.0,textgrad_rl_plus_slm,train_candidate,0.0,puzzle,0.0
False,0.0,-0.51375,2.75,4,1.0,textgrad_rl_plus_slm,val_old,0.0,puzzle,0.0
True,0.05,-0.4625,2.5,4,1.0,textgrad_rl_plus_slm,val_candidate,0.0,puzzle,0.0
True,0.025,-0.48750000000000004,2.5,4,1.0,textgrad_rl_plus_slm,test,0.0,puzzle,0.0
False,0.025,-0.48875,2.75,4,1.0,textgrad_policy_iteration_slm,train,0.0,puzzle,0.0
False,0.025,-0.49,3.0,4,1.0,textgrad_policy_iteration_slm,train_candidate,0.0,puzzle,0.0
False,0.1,-0.41375,2.75,4,1.0,textgrad_policy_iteration_slm,val_old,0.0,puzzle,0.0
False,0.13333333333333333,-0.3804166666666667,2.75,4,1.0,textgrad_policy_iteration_slm,val_candidate,0.0,puzzle,0.0
False,0.05,-0.46375,2.75,4,1.0,textgrad_policy_iteration_slm,test,0.0,puzzle,0.0
