accepted,average_reward,average_score,average_turns,episodes,invalid_move_rate,method,split,success_rate,suite,truncation_rate
False,-0.3333333333333333,-0.4193333333333333,17.2,15,0.26666666666666666,textgrad_rl_no_gate_slm,train,0.26666666666666666,social,0.0
True,-0.2,-0.31966666666666665,17.266666666666666,15,0.26666666666666666,textgrad_rl_no_gate_slm,train_candidate,0.2,social,0.0
False,-0.2,-0.22366666666666662,18.066666666666666,15,0.13333333333333333,textgrad_rl_no_gate_slm,val_old,0.26666666666666666,social,0.0
True,-0.3333333333333333,-0.5183333333333333,17.0,15,0.3333333333333333,textgrad_rl_no_gate_slm,val_candidate,0.13333333333333333,social,0.0
True,-0.26666666666666666,-0.38599999999999995,17.2,15,0.26666666666666666,textgrad_rl_no_gate_slm,test,0.2,social,0.0
False,-0.3333333333333333,-0.45199999999999996,17.066666666666666,15,0.26666666666666666,textgrad_rl_train_val_slm,train,0.2,social,0.0
False,-0.4666666666666667,-0.6546666666666667,17.6,15,0.26666666666666666,textgrad_rl_train_val_slm,train_candidate,0.06666666666666667,social,0.0
False,-0.06666666666666667,-0.05366666666666661,17.4,15,0.2,textgrad_rl_train_val_slm,val_old,0.4,social,0.0
False,-0.2,-0.32166666666666666,17.666666666666668,15,0.26666666666666666,textgrad_rl_train_val_slm,val_candidate,0.2,social,0.0
False,-0.4,-0.5833333333333334,16.666666666666668,15,0.3333333333333333,textgrad_rl_train_val_slm,test,0.13333333333333333,social,0.0
False,-0.6666666666666666,-0.8213333333333334,17.6,15,0.2,textgrad_rl_kl_gate_slm,train,0.06666666666666667,social,0.0
False,-0.3333333333333333,-0.48633333333333334,17.266666666666666,15,0.3333333333333333,textgrad_rl_kl_gate_slm,train_candidate,0.2,social,0.0
False,-0.2,-0.287,17.4,15,0.26666666666666666,textgrad_rl_kl_gate_slm,val_old,0.26666666666666666,social,0.0
False,-0.3333333333333333,-0.45533333333333326,17.733333333333334,15,0.2,textgrad_rl_kl_gate_slm,val_candidate,0.13333333333333333,social,0.0
False,-0.26666666666666666,-0.3503333333333333,16.733333333333334,15,0.3333333333333333,textgrad_rl_kl_gate_slm,test,0.3333333333333333,social,0.0
False,0.0,0.04733333333333339,17.2,15,0.2,textgrad_rl_clipped_surrogate_slm,train,0.4666666666666667,social,0.0
False,-0.26666666666666666,-0.35866666666666663,18.4,15,0.2,textgrad_rl_clipped_surrogate_slm,train_candidate,0.2,social,0.0
False,-0.2,-0.21999999999999992,17.333333333333332,15,0.2,textgrad_rl_clipped_surrogate_slm,val_old,0.3333333333333333,social,0.0
False,-0.4666666666666667,-0.6216666666666666,17.666666666666668,15,0.26666666666666666,textgrad_rl_clipped_surrogate_slm,val_candidate,0.13333333333333333,social,0.0
False,-0.4666666666666667,-0.6199999999999999,17.333333333333332,15,0.3333333333333333,textgrad_rl_clipped_surrogate_slm,test,0.2,social,0.0
False,-0.5333333333333333,-0.621,17.533333333333335,15,0.2,textgrad_rl_ppo_slm,train,0.2,social,0.0
False,-0.2,-0.322,17.733333333333334,15,0.26666666666666666,textgrad_rl_ppo_slm,train_candidate,0.2,social,0.0
False,-0.26666666666666666,-0.38633333333333325,17.266666666666666,15,0.26666666666666666,textgrad_rl_ppo_slm,val_old,0.2,social,0.0
False,-0.4,-0.5506666666666666,16.8,15,0.3333333333333333,textgrad_rl_ppo_slm,val_candidate,0.2,social,0.0
False,-0.3333333333333333,-0.41899999999999993,17.133333333333333,15,0.26666666666666666,textgrad_rl_ppo_slm,test,0.26666666666666666,social,0.0
